"","Year","State","State.Minimum.Wage","State.Minimum.Wage.2020.Dollars","Federal.Minimum.Wage","Federal.Minimum.Wage.2020.Dollars","Effective.Minimum.Wage","Effective.Minimum.Wage.2020.Dollars","CPI.Average","Department.Of.Labor.Uncleaned.Data","Department.Of.Labor.Cleaned.Low.Value","Department.Of.Labor.Cleaned.Low.Value.2020.Dollars","Department.Of.Labor.Cleaned.High.Value","Department.Of.Labor.Cleaned.High.Value.2020.Dollars","Average_Inflation","Inflation_Category"
"373",2006,"Vermont",7.25,9.3,5.15,6.61,7.25,9.3,201.6,"7.25",7.25,9.3,7.25,9.3,2.45,"High Inflation"
"374",2006,"Virginia",5.15,6.61,5.15,6.61,5.15,6.61,201.6,"5.15[c]",5.15,6.61,5.15,6.61,2.45,"High Inflation"
"375",2006,"Washington",7.63,9.79,5.15,6.61,7.63,9.79,201.6,"7.63",7.63,9.79,7.63,9.79,2.45,"High Inflation"
"376",2006,"West Virginia",5.15,6.61,5.15,6.61,5.15,6.61,201.6,"5.15(d)",5.15,6.61,5.15,6.61,2.45,"High Inflation"
"377",2006,"Wisconsin",5.7,7.31,5.15,6.61,5.7,7.31,201.6,"5.7",5.7,7.31,5.7,7.31,2.45,"High Inflation"
"378",2006,"Wyoming",5.15,6.61,5.15,6.61,5.15,6.61,201.6,"5.15",5.15,6.61,5.15,6.61,2.45,"High Inflation"
"379",2007,"Alabama",0,0,5.15,6.42,5.15,6.42,207.342,"...",0,0,0,0,2.35,"High Inflation"
"380",2007,"Alaska",7.15,8.92,5.15,6.42,7.15,8.92,207.342,"7.15",7.15,8.92,7.15,8.92,2.35,"High Inflation"
"381",2007,"Arizona",6.75,8.42,5.15,6.42,6.75,8.42,207.342,"6.75",6.75,8.42,6.75,8.42,2.35,"High Inflation"
"382",2007,"Arkansas",6.25,7.8,5.15,6.42,6.25,7.8,207.342,"6.25[c]",6.25,7.8,6.25,7.8,2.35,"High Inflation"
"383",2007,"California",7.5,9.36,5.15,6.42,7.5,9.36,207.342,"7.5",7.5,9.36,7.5,9.36,2.35,"High Inflation"
"384",2007,"Colorado",6.85,8.55,5.15,6.42,6.85,8.55,207.342,"6.85",6.85,8.55,6.85,8.55,2.35,"High Inflation"
"385",2007,"Connecticut",7.65,9.54,5.15,6.42,7.65,9.54,207.342,"7.65",7.65,9.54,7.65,9.54,2.35,"High Inflation"
"386",2007,"Delaware",6.65,8.3,5.15,6.42,6.65,8.3,207.342,"6.65",6.65,8.3,6.65,8.3,2.35,"High Inflation"
"387",2007,"District of Columbia",7,8.73,5.15,6.42,7,8.73,207.342,"7",7,8.73,7,8.73,2.35,"High Inflation"
"388",2007,"Florida",6.67,8.32,5.15,6.42,6.67,8.32,207.342,"6.67",6.67,8.32,6.67,8.32,2.35,"High Inflation"
"389",2007,"Georgia",5.15,6.42,5.15,6.42,5.15,6.42,207.342,"5.15(d)",5.15,6.42,5.15,6.42,2.35,"High Inflation"
"390",2007,"Guam",5.15,6.42,5.15,6.42,5.15,6.42,207.342,"5.15",5.15,6.42,5.15,6.42,2.35,"High Inflation"
"391",2007,"Hawaii",7.25,9.04,5.15,6.42,7.25,9.04,207.342,"7.25",7.25,9.04,7.25,9.04,2.35,"High Inflation"
"392",2007,"Idaho",5.15,6.42,5.15,6.42,5.15,6.42,207.342,"5.15",5.15,6.42,5.15,6.42,2.35,"High Inflation"
"393",2007,"Illinois",7.5,9.36,5.15,6.42,7.5,9.36,207.342,"7.50[c]",7.5,9.36,7.5,9.36,2.35,"High Inflation"
"394",2007,"Indiana",5.15,6.42,5.15,6.42,5.15,6.42,207.342,"5.15(e)",5.15,6.42,5.15,6.42,2.35,"High Inflation"
"395",2007,"Iowa",5.15,6.42,5.15,6.42,5.15,6.42,207.342,"5.15",5.15,6.42,5.15,6.42,2.35,"High Inflation"
"396",2007,"Kansas",2.65,3.31,5.15,6.42,5.15,6.42,207.342,"2.65",2.65,3.31,2.65,3.31,2.35,"High Inflation"
"397",2007,"Kentucky",5.15,6.42,5.15,6.42,5.15,6.42,207.342,"5.15",5.15,6.42,5.15,6.42,2.35,"High Inflation"
"398",2007,"Louisiana",0,0,5.15,6.42,5.15,6.42,207.342,"...",0,0,0,0,2.35,"High Inflation"
"399",2007,"Maine",6.75,8.42,5.15,6.42,6.75,8.42,207.342,"6.75",6.75,8.42,6.75,8.42,2.35,"High Inflation"
"400",2007,"Maryland",6.15,7.67,5.15,6.42,6.15,7.67,207.342,"6.15",6.15,7.67,6.15,7.67,2.35,"High Inflation"
"401",2007,"Massachusetts",7.5,9.36,5.15,6.42,7.5,9.36,207.342,"7.5",7.5,9.36,7.5,9.36,2.35,"High Inflation"
"402",2007,"Michigan",6.95,8.67,5.15,6.42,6.95,8.67,207.342,"6.95(e)",6.95,8.67,6.95,8.67,2.35,"High Inflation"
"403",2007,"Minnesota",5.25,6.55,5.15,6.42,5.25,6.55,207.342,"5.25-6.15(g)",5.25,6.55,6.15,7.67,2.35,"High Inflation"
"404",2007,"Mississippi",0,0,5.15,6.42,5.15,6.42,207.342,"...",0,0,0,0,2.35,"High Inflation"
"405",2007,"Missouri",6.5,8.11,5.15,6.42,6.5,8.11,207.342,"6.5",6.5,8.11,6.5,8.11,2.35,"High Inflation"
"406",2007,"Montana",4,4.99,5.15,6.42,5.15,6.42,207.342,"4.00-6.15(g)",4,4.99,6.15,7.67,2.35,"High Inflation"
"407",2007,"Nebraska",5.15,6.42,5.15,6.42,5.15,6.42,207.342,"5.15[c]",5.15,6.42,5.15,6.42,2.35,"High Inflation"
"408",2007,"Nevada",6.15,7.67,5.15,6.42,6.15,7.67,207.342,"6.15",6.15,7.67,6.15,7.67,2.35,"High Inflation"
"409",2007,"New Hampshire",5.15,6.42,5.15,6.42,5.15,6.42,207.342,"5.15",5.15,6.42,5.15,6.42,2.35,"High Inflation"
"410",2007,"New Jersey",7.15,8.92,5.15,6.42,7.15,8.92,207.342,"7.15",7.15,8.92,7.15,8.92,2.35,"High Inflation"
"411",2007,"New Mexico",5.15,6.42,5.15,6.42,5.15,6.42,207.342,"5.15",5.15,6.42,5.15,6.42,2.35,"High Inflation"
"412",2007,"New York",7.15,8.92,5.15,6.42,7.15,8.92,207.342,"7.15",7.15,8.92,7.15,8.92,2.35,"High Inflation"
"413",2007,"North Carolina",6.15,7.67,5.15,6.42,6.15,7.67,207.342,"6.15",6.15,7.67,6.15,7.67,2.35,"High Inflation"
"414",2007,"North Dakota",5.15,6.42,5.15,6.42,5.15,6.42,207.342,"5.15",5.15,6.42,5.15,6.42,2.35,"High Inflation"
"415",2007,"Ohio",6.85,8.55,5.15,6.42,6.85,8.55,207.342,"6.85",6.85,8.55,6.85,8.55,2.35,"High Inflation"
"416",2007,"Oklahoma",2,2.5,5.15,6.42,5.15,6.42,207.342,"2.00-5.15(g)",2,2.5,5.15,6.42,2.35,"High Inflation"
"417",2007,"Oregon",7.8,9.73,5.15,6.42,7.8,9.73,207.342,"7.8",7.8,9.73,7.8,9.73,2.35,"High Inflation"
"418",2007,"Pennsylvania",6.25,7.8,5.15,6.42,6.25,7.8,207.342,"6.25",6.25,7.8,6.25,7.8,2.35,"High Inflation"
"419",2007,"Puerto Rico",3.61,4.5,5.15,6.42,5.15,6.42,207.342,"3.61-5.15(i)",3.61,4.5,5.15,6.42,2.35,"High Inflation"
"420",2007,"Rhode Island",7.4,9.23,5.15,6.42,7.4,9.23,207.342,"7.4",7.4,9.23,7.4,9.23,2.35,"High Inflation"
"421",2007,"South Carolina",0,0,5.15,6.42,5.15,6.42,207.342,"...",0,0,0,0,2.35,"High Inflation"
"422",2007,"South Dakota",5.15,6.42,5.15,6.42,5.15,6.42,207.342,"5.15",5.15,6.42,5.15,6.42,2.35,"High Inflation"
"423",2007,"Tennessee",0,0,5.15,6.42,5.15,6.42,207.342,"...",0,0,0,0,2.35,"High Inflation"
"424",2007,"Texas",5.15,6.42,5.15,6.42,5.15,6.42,207.342,"5.15",5.15,6.42,5.15,6.42,2.35,"High Inflation"
"425",2007,"U.S. Virgin Islands",4.3,5.36,5.15,6.42,5.15,6.42,207.342,"4.30-6.15(g,j)",4.3,5.36,6.15,7.67,2.35,"High Inflation"
"426",2007,"Utah",5.15,6.42,5.15,6.42,5.15,6.42,207.342,"5.15",5.15,6.42,5.15,6.42,2.35,"High Inflation"
"427",2007,"Vermont",7.53,9.39,5.15,6.42,7.53,9.39,207.342,"7.53(e) ",7.53,9.39,7.53,9.39,2.35,"High Inflation"
"428",2007,"Virginia",5.15,6.42,5.15,6.42,5.15,6.42,207.342,"5.15[c]",5.15,6.42,5.15,6.42,2.35,"High Inflation"
"429",2007,"Washington",7.93,9.89,5.15,6.42,7.93,9.89,207.342,"7.93",7.93,9.89,7.93,9.89,2.35,"High Inflation"
"430",2007,"West Virginia",5.85,7.3,5.15,6.42,5.85,7.3,207.342,"5.85",5.85,7.3,5.85,7.3,2.35,"High Inflation"
"431",2007,"Wisconsin",6.5,8.11,5.15,6.42,6.5,8.11,207.342,"6.5",6.5,8.11,6.5,8.11,2.35,"High Inflation"
"432",2007,"Wyoming",5.15,6.42,5.15,6.42,5.15,6.42,207.342,"5.15",5.15,6.42,5.15,6.42,2.35,"High Inflation"
"433",2008,"Alabama",0,0,5.85,7.03,5.85,7.03,215.303,"...",0,0,0,0,2.3,"High Inflation"
"434",2008,"Alaska",7.15,8.59,5.85,7.03,7.15,8.59,215.303,"7.15",7.15,8.59,7.15,8.59,2.3,"High Inflation"
"435",2008,"Arizona",6.9,8.29,5.85,7.03,6.9,8.29,215.303,"6.9",6.9,8.29,6.9,8.29,2.3,"High Inflation"
"436",2008,"Arkansas",6.25,7.51,5.85,7.03,6.25,7.51,215.303,"6.25[c]",6.25,7.51,6.25,7.51,2.3,"High Inflation"
"437",2008,"California",8,9.61,5.85,7.03,8,9.61,215.303,"8",8,9.61,8,9.61,2.3,"High Inflation"
"438",2008,"Colorado",7.02,8.43,5.85,7.03,7.02,8.43,215.303,"7.02",7.02,8.43,7.02,8.43,2.3,"High Inflation"
"439",2008,"Connecticut",7.65,9.19,5.85,7.03,7.65,9.19,215.303,"7.65",7.65,9.19,7.65,9.19,2.3,"High Inflation"
"440",2008,"Delaware",7.15,8.59,5.85,7.03,7.15,8.59,215.303,"7.15",7.15,8.59,7.15,8.59,2.3,"High Inflation"
"441",2008,"District of Columbia",7,8.41,5.85,7.03,7,8.41,215.303,"7",7,8.41,7,8.41,2.3,"High Inflation"
"442",2008,"Florida",6.79,8.16,5.85,7.03,6.79,8.16,215.303,"6.79",6.79,8.16,6.79,8.16,2.3,"High Inflation"
"443",2008,"Georgia",5.15,6.19,5.85,7.03,5.85,7.03,215.303,"5.15(d)",5.15,6.19,5.15,6.19,2.3,"High Inflation"
"444",2008,"Guam",5.85,7.03,5.85,7.03,5.85,7.03,215.303,"5.85",5.85,7.03,5.85,7.03,2.3,"High Inflation"
"445",2008,"Hawaii",7.25,8.71,5.85,7.03,7.25,8.71,215.303,"7.25",7.25,8.71,7.25,8.71,2.3,"High Inflation"
"446",2008,"Idaho",5.85,7.03,5.85,7.03,5.85,7.03,215.303,"5.85",5.85,7.03,5.85,7.03,2.3,"High Inflation"
"447",2008,"Illinois",7.75,9.31,5.85,7.03,7.75,9.31,215.303,"7.75[c]",7.75,9.31,7.75,9.31,2.3,"High Inflation"
"448",2008,"Indiana",5.85,7.03,5.85,7.03,5.85,7.03,215.303,"5.85(e)",5.85,7.03,5.85,7.03,2.3,"High Inflation"
"449",2008,"Iowa",7.25,8.71,5.85,7.03,7.25,8.71,215.303,"7.25",7.25,8.71,7.25,8.71,2.3,"High Inflation"
"450",2008,"Kansas",2.65,3.18,5.85,7.03,5.85,7.03,215.303,"2.65",2.65,3.18,2.65,3.18,2.3,"High Inflation"
"451",2008,"Kentucky",5.85,7.03,5.85,7.03,5.85,7.03,215.303,"5.85",5.85,7.03,5.85,7.03,2.3,"High Inflation"
"452",2008,"Louisiana",0,0,5.85,7.03,5.85,7.03,215.303,"...",0,0,0,0,2.3,"High Inflation"
"453",2008,"Maine",7,8.41,5.85,7.03,7,8.41,215.303,"7",7,8.41,7,8.41,2.3,"High Inflation"
"454",2008,"Maryland",6.15,7.39,5.85,7.03,6.15,7.39,215.303,"6.15",6.15,7.39,6.15,7.39,2.3,"High Inflation"
"455",2008,"Massachusetts",8,9.61,5.85,7.03,8,9.61,215.303,"8",8,9.61,8,9.61,2.3,"High Inflation"
"456",2008,"Michigan",7.15,8.59,5.85,7.03,7.15,8.59,215.303,"7.15(e)",7.15,8.59,7.15,8.59,2.3,"High Inflation"
"457",2008,"Minnesota",5.25,6.31,5.85,7.03,5.85,7.03,215.303,"5.25-6.15(g)",5.25,6.31,6.15,7.39,2.3,"High Inflation"
"458",2008,"Mississippi",0,0,5.85,7.03,5.85,7.03,215.303,"...",0,0,0,0,2.3,"High Inflation"
"459",2008,"Missouri",6.65,7.99,5.85,7.03,6.65,7.99,215.303,"6.65",6.65,7.99,6.65,7.99,2.3,"High Inflation"
"460",2008,"Montana",4,4.81,5.85,7.03,5.85,7.03,215.303,"4.00-6.25(g)",4,4.81,6.25,7.51,2.3,"High Inflation"
"461",2008,"Nebraska",5.85,7.03,5.85,7.03,5.85,7.03,215.303,"5.85[c]",5.85,7.03,5.85,7.03,2.3,"High Inflation"
"462",2008,"Nevada",6.33,7.6,5.85,7.03,6.33,7.6,215.303,"6.33",6.33,7.6,6.33,7.6,2.3,"High Inflation"
"463",2008,"New Hampshire",6.5,7.81,5.85,7.03,6.5,7.81,215.303,"6.5",6.5,7.81,6.5,7.81,2.3,"High Inflation"
"464",2008,"New Jersey",7.15,8.59,5.85,7.03,7.15,8.59,215.303,"7.15",7.15,8.59,7.15,8.59,2.3,"High Inflation"
"465",2008,"New Mexico",6.5,7.81,5.85,7.03,6.5,7.81,215.303,"6.5",6.5,7.81,6.5,7.81,2.3,"High Inflation"
"466",2008,"New York",7.15,8.59,5.85,7.03,7.15,8.59,215.303,"7.15",7.15,8.59,7.15,8.59,2.3,"High Inflation"
"467",2008,"North Carolina",6.15,7.39,5.85,7.03,6.15,7.39,215.303,"6.15",6.15,7.39,6.15,7.39,2.3,"High Inflation"
"468",2008,"North Dakota",5.85,7.03,5.85,7.03,5.85,7.03,215.303,"5.85",5.85,7.03,5.85,7.03,2.3,"High Inflation"
"469",2008,"Ohio",7,8.41,5.85,7.03,7,8.41,215.303,"7",7,8.41,7,8.41,2.3,"High Inflation"
"470",2008,"Oklahoma",2,2.4,5.85,7.03,5.85,7.03,215.303,"2.00-5.85(g)",2,2.4,5.85,7.03,2.3,"High Inflation"
"471",2008,"Oregon",7.95,9.55,5.85,7.03,7.95,9.55,215.303,"7.95",7.95,9.55,7.95,9.55,2.3,"High Inflation"
"472",2008,"Pennsylvania",7.15,8.59,5.85,7.03,7.15,8.59,215.303,"7.15",7.15,8.59,7.15,8.59,2.3,"High Inflation"
"473",2008,"Puerto Rico",3.61,4.34,5.85,7.03,5.85,7.03,215.303,"3.61-5.15(i)",3.61,4.34,5.15,6.19,2.3,"High Inflation"
"474",2008,"Rhode Island",7.4,8.89,5.85,7.03,7.4,8.89,215.303,"7.4",7.4,8.89,7.4,8.89,2.3,"High Inflation"
"475",2008,"South Carolina",0,0,5.85,7.03,5.85,7.03,215.303,"...",0,0,0,0,2.3,"High Inflation"
"476",2008,"South Dakota",5.85,7.03,5.85,7.03,5.85,7.03,215.303,"5.85",5.85,7.03,5.85,7.03,2.3,"High Inflation"
"477",2008,"Tennessee",0,0,5.85,7.03,5.85,7.03,215.303,"...",0,0,0,0,2.3,"High Inflation"
"478",2008,"Texas",5.85,7.03,5.85,7.03,5.85,7.03,215.303,"5.85",5.85,7.03,5.85,7.03,2.3,"High Inflation"
"479",2008,"U.S. Virgin Islands",4.3,5.17,5.85,7.03,5.85,7.03,215.303,"4.30-6.15(j)",4.3,5.17,6.15,7.39,2.3,"High Inflation"
"480",2008,"Utah",5.85,7.03,5.85,7.03,5.85,7.03,215.303,"5.85",5.85,7.03,5.85,7.03,2.3,"High Inflation"
"481",2008,"Vermont",7.68,9.23,5.85,7.03,7.68,9.23,215.303,"7.68(e)",7.68,9.23,7.68,9.23,2.3,"High Inflation"
"482",2008,"Virginia",5.85,7.03,5.85,7.03,5.85,7.03,215.303,"5.85[c]",5.85,7.03,5.85,7.03,2.3,"High Inflation"
"483",2008,"Washington",8.07,9.7,5.85,7.03,8.07,9.7,215.303,"8.07",8.07,9.7,8.07,9.7,2.3,"High Inflation"
"484",2008,"West Virginia",6.55,7.87,5.85,7.03,6.55,7.87,215.303,"6.55",6.55,7.87,6.55,7.87,2.3,"High Inflation"
"485",2008,"Wisconsin",6.5,7.81,5.85,7.03,6.5,7.81,215.303,"6.5",6.5,7.81,6.5,7.81,2.3,"High Inflation"
"486",2008,"Wyoming",5.15,6.19,5.85,7.03,5.85,7.03,215.303,"5.15",5.15,6.19,5.15,6.19,2.3,"High Inflation"
"487",2009,"Alabama",0,0,6.55,7.9,6.55,7.9,214.537,"...",0,0,0,0,1.7,"Low Inflation"
"488",2009,"Alaska",7.15,8.62,6.55,7.9,7.15,8.62,214.537,"7.15",7.15,8.62,7.15,8.62,1.7,"Low Inflation"
"489",2009,"Arizona",7.25,8.74,6.55,7.9,7.25,8.74,214.537,"7.25",7.25,8.74,7.25,8.74,1.7,"Low Inflation"
"490",2009,"Arkansas",6.25,7.54,6.55,7.9,6.55,7.9,214.537,"6.25[c]",6.25,7.54,6.25,7.54,1.7,"Low Inflation"
"491",2009,"California",8,9.65,6.55,7.9,8,9.65,214.537,"8",8,9.65,8,9.65,1.7,"Low Inflation"
"492",2009,"Colorado",7.28,8.78,6.55,7.9,7.28,8.78,214.537,"7.28",7.28,8.78,7.28,8.78,1.7,"Low Inflation"
"493",2009,"Connecticut",8,9.65,6.55,7.9,8,9.65,214.537,"8",8,9.65,8,9.65,1.7,"Low Inflation"
"494",2009,"Delaware",7.15,8.62,6.55,7.9,7.15,8.62,214.537,"7.15",7.15,8.62,7.15,8.62,1.7,"Low Inflation"
"495",2009,"District of Columbia",7.55,9.1,6.55,7.9,7.55,9.1,214.537,"7.55",7.55,9.1,7.55,9.1,1.7,"Low Inflation"
"496",2009,"Florida",7.21,8.69,6.55,7.9,7.21,8.69,214.537,"7.21",7.21,8.69,7.21,8.69,1.7,"Low Inflation"
"497",2009,"Georgia",5.15,6.21,6.55,7.9,6.55,7.9,214.537,"5.15(d)",5.15,6.21,5.15,6.21,1.7,"Low Inflation"
"498",2009,"Guam",5.85,7.05,6.55,7.9,6.55,7.9,214.537,"5.85",5.85,7.05,5.85,7.05,1.7,"Low Inflation"
"499",2009,"Hawaii",7.25,8.74,6.55,7.9,7.25,8.74,214.537,"7.25",7.25,8.74,7.25,8.74,1.7,"Low Inflation"
"500",2009,"Idaho",6.55,7.9,6.55,7.9,6.55,7.9,214.537,"6.55",6.55,7.9,6.55,7.9,1.7,"Low Inflation"
"501",2009,"Illinois",8,9.65,6.55,7.9,8,9.65,214.537,"8.00[c]",8,9.65,8,9.65,1.7,"Low Inflation"
"502",2009,"Indiana",6.55,7.9,6.55,7.9,6.55,7.9,214.537,"6.55(e)",6.55,7.9,6.55,7.9,1.7,"Low Inflation"
"503",2009,"Iowa",7.25,8.74,6.55,7.9,7.25,8.74,214.537,"7.25",7.25,8.74,7.25,8.74,1.7,"Low Inflation"
"504",2009,"Kansas",2.65,3.2,6.55,7.9,6.55,7.9,214.537,"2.65",2.65,3.2,2.65,3.2,1.7,"Low Inflation"
"505",2009,"Kentucky",6.55,7.9,6.55,7.9,6.55,7.9,214.537,"6.55",6.55,7.9,6.55,7.9,1.7,"Low Inflation"
"506",2009,"Louisiana",0,0,6.55,7.9,6.55,7.9,214.537,"...",0,0,0,0,1.7,"Low Inflation"
"507",2009,"Maine",7.25,8.74,6.55,7.9,7.25,8.74,214.537,"7.25",7.25,8.74,7.25,8.74,1.7,"Low Inflation"
"508",2009,"Maryland",6.55,7.9,6.55,7.9,6.55,7.9,214.537,"6.55",6.55,7.9,6.55,7.9,1.7,"Low Inflation"
"509",2009,"Massachusetts",8,9.65,6.55,7.9,8,9.65,214.537,"8",8,9.65,8,9.65,1.7,"Low Inflation"
"510",2009,"Michigan",7.4,8.92,6.55,7.9,7.4,8.92,214.537,"7.40(e)",7.4,8.92,7.4,8.92,1.7,"Low Inflation"
"511",2009,"Minnesota",5.25,6.33,6.55,7.9,6.55,7.9,214.537,"5.25-6.15(g)",5.25,6.33,6.15,7.41,1.7,"Low Inflation"
"512",2009,"Mississippi",0,0,6.55,7.9,6.55,7.9,214.537,"...",0,0,0,0,1.7,"Low Inflation"
"513",2009,"Missouri",7.05,8.5,6.55,7.9,7.05,8.5,214.537,"7.05",7.05,8.5,7.05,8.5,1.7,"Low Inflation"
"514",2009,"Montana",4,4.82,6.55,7.9,6.55,7.9,214.537,"4.00-6.90(g)",4,4.82,6.9,8.32,1.7,"Low Inflation"
"515",2009,"Nebraska",6.55,7.9,6.55,7.9,6.55,7.9,214.537,"6.55[c] ",6.55,7.9,6.55,7.9,1.7,"Low Inflation"
"516",2009,"Nevada",6.55,7.9,6.55,7.9,6.55,7.9,214.537,"6.55-6.85",6.55,7.9,6.85,8.26,1.7,"Low Inflation"
"517",2009,"New Hampshire",7.25,8.74,6.55,7.9,7.25,8.74,214.537,"7.25",7.25,8.74,7.25,8.74,1.7,"Low Inflation"
"518",2009,"New Jersey",7.15,8.62,6.55,7.9,7.15,8.62,214.537,"7.15",7.15,8.62,7.15,8.62,1.7,"Low Inflation"
"519",2009,"New Mexico",7.5,9.04,6.55,7.9,7.5,9.04,214.537,"7.5",7.5,9.04,7.5,9.04,1.7,"Low Inflation"
"520",2009,"New York",7.15,8.62,6.55,7.9,7.15,8.62,214.537,"7.15",7.15,8.62,7.15,8.62,1.7,"Low Inflation"
"521",2009,"North Carolina",6.55,7.9,6.55,7.9,6.55,7.9,214.537,"6.55",6.55,7.9,6.55,7.9,1.7,"Low Inflation"
"522",2009,"North Dakota",6.55,7.9,6.55,7.9,6.55,7.9,214.537,"6.55",6.55,7.9,6.55,7.9,1.7,"Low Inflation"
"523",2009,"Ohio",7.3,8.8,6.55,7.9,7.3,8.8,214.537,"7.3",7.3,8.8,7.3,8.8,1.7,"Low Inflation"
"524",2009,"Oklahoma",2,2.41,6.55,7.9,6.55,7.9,214.537,"2.00-6.55(g)",2,2.41,6.55,7.9,1.7,"Low Inflation"
"525",2009,"Oregon",8.4,10.13,6.55,7.9,8.4,10.13,214.537,"8.4",8.4,10.13,8.4,10.13,1.7,"Low Inflation"
"526",2009,"Pennsylvania",7.15,8.62,6.55,7.9,7.15,8.62,214.537,"7.15",7.15,8.62,7.15,8.62,1.7,"Low Inflation"
"527",2009,"Puerto Rico",4.1,4.94,6.55,7.9,6.55,7.9,214.537,"4.10(i)",4.1,4.94,4.1,4.94,1.7,"Low Inflation"
"528",2009,"Rhode Island",7.4,8.92,6.55,7.9,7.4,8.92,214.537,"7.4",7.4,8.92,7.4,8.92,1.7,"Low Inflation"
"529",2009,"South Carolina",0,0,6.55,7.9,6.55,7.9,214.537,"...",0,0,0,0,1.7,"Low Inflation"
"530",2009,"South Dakota",6.55,7.9,6.55,7.9,6.55,7.9,214.537,"6.55",6.55,7.9,6.55,7.9,1.7,"Low Inflation"
"531",2009,"Tennessee",0,0,6.55,7.9,6.55,7.9,214.537,"...",0,0,0,0,1.7,"Low Inflation"
"532",2009,"Texas",6.55,7.9,6.55,7.9,6.55,7.9,214.537,"6.55",6.55,7.9,6.55,7.9,1.7,"Low Inflation"
"533",2009,"U.S. Virgin Islands",4.3,5.18,6.55,7.9,6.55,7.9,214.537,"4.30-6.15(j)",4.3,5.18,6.15,7.41,1.7,"Low Inflation"
"534",2009,"Utah",6.55,7.9,6.55,7.9,6.55,7.9,214.537,"6.55",6.55,7.9,6.55,7.9,1.7,"Low Inflation"
"535",2009,"Vermont",8.06,9.72,6.55,7.9,8.06,9.72,214.537,"8.06(e)",8.06,9.72,8.06,9.72,1.7,"Low Inflation"
"536",2009,"Virginia",6.55,7.9,6.55,7.9,6.55,7.9,214.537,"6.55[c]",6.55,7.9,6.55,7.9,1.7,"Low Inflation"
"537",2009,"Washington",8.55,10.31,6.55,7.9,8.55,10.31,214.537,"8.55",8.55,10.31,8.55,10.31,1.7,"Low Inflation"
"538",2009,"West Virginia",7.25,8.74,6.55,7.9,7.25,8.74,214.537,"7.25",7.25,8.74,7.25,8.74,1.7,"Low Inflation"
"539",2009,"Wisconsin",6.5,7.84,6.55,7.9,6.55,7.9,214.537,"6.5",6.5,7.84,6.5,7.84,1.7,"Low Inflation"
"540",2009,"Wyoming",5.15,6.21,6.55,7.9,6.55,7.9,214.537,"5.15",5.15,6.21,5.15,6.21,1.7,"Low Inflation"
"541",2010,"Alabama",0,0,7.25,8.6,7.25,8.6,218.056,"...",0,0,0,0,0.95,"Low Inflation"
"542",2010,"Alaska",7.75,9.19,7.25,8.6,7.75,9.19,218.056,"7.75",7.75,9.19,7.75,9.19,0.95,"Low Inflation"
"543",2010,"Arizona",7.25,8.6,7.25,8.6,7.25,8.6,218.056,"7.25",7.25,8.6,7.25,8.6,0.95,"Low Inflation"
"544",2010,"Arkansas",6.25,7.41,7.25,8.6,7.25,8.6,218.056,"6.25[c]",6.25,7.41,6.25,7.41,0.95,"Low Inflation"
"545",2010,"California",8,9.49,7.25,8.6,8,9.49,218.056,"8",8,9.49,8,9.49,0.95,"Low Inflation"
"546",2010,"Colorado",7.24,8.59,7.25,8.6,7.25,8.6,218.056,"7.24",7.24,8.59,7.24,8.59,0.95,"Low Inflation"
"547",2010,"Connecticut",8.25,9.79,7.25,8.6,8.25,9.79,218.056,"8.25",8.25,9.79,8.25,9.79,0.95,"Low Inflation"
"548",2010,"Delaware",7.25,8.6,7.25,8.6,7.25,8.6,218.056,"7.25",7.25,8.6,7.25,8.6,0.95,"Low Inflation"
"549",2010,"District of Columbia",8.25,9.79,7.25,8.6,8.25,9.79,218.056,"8.25",8.25,9.79,8.25,9.79,0.95,"Low Inflation"
"550",2010,"Florida",7.25,8.6,7.25,8.6,7.25,8.6,218.056,"7.25",7.25,8.6,7.25,8.6,0.95,"Low Inflation"
"551",2010,"Georgia",5.15,6.11,7.25,8.6,7.25,8.6,218.056,"5.15(d)",5.15,6.11,5.15,6.11,0.95,"Low Inflation"
"552",2010,"Guam",7.25,8.6,7.25,8.6,7.25,8.6,218.056,"7.25",7.25,8.6,7.25,8.6,0.95,"Low Inflation"
"553",2010,"Hawaii",7.25,8.6,7.25,8.6,7.25,8.6,218.056,"7.25",7.25,8.6,7.25,8.6,0.95,"Low Inflation"
"554",2010,"Idaho",7.25,8.6,7.25,8.6,7.25,8.6,218.056,"7.25",7.25,8.6,7.25,8.6,0.95,"Low Inflation"
"555",2010,"Illinois",8.25,9.79,7.25,8.6,8.25,9.79,218.056,"8.25[c]",8.25,9.79,8.25,9.79,0.95,"Low Inflation"
"556",2010,"Indiana",7.25,8.6,7.25,8.6,7.25,8.6,218.056,"7.25(e)",7.25,8.6,7.25,8.6,0.95,"Low Inflation"
"557",2010,"Iowa",7.25,8.6,7.25,8.6,7.25,8.6,218.056,"7.25",7.25,8.6,7.25,8.6,0.95,"Low Inflation"
"558",2010,"Kansas",7.25,8.6,7.25,8.6,7.25,8.6,218.056,"7.25",7.25,8.6,7.25,8.6,0.95,"Low Inflation"
"559",2010,"Kentucky",7.25,8.6,7.25,8.6,7.25,8.6,218.056,"7.25",7.25,8.6,7.25,8.6,0.95,"Low Inflation"
"560",2010,"Louisiana",0,0,7.25,8.6,7.25,8.6,218.056,"...",0,0,0,0,0.95,"Low Inflation"
